city_id,country_name_oa,country_name_wb,iso_code,iso_country_3,city_lat,city_lon,city_pop,city_tier,city_name,city_avg_temp,city_max_temp,nearest_airport_type,nearest_airport_name,nearest_airport_ident,dist_to_nearest_airport_km,nearest_airport_lat,nearest_airport_lon,nearest_airport_elev_m,nearest_runway_length_m,nearest_runway_width_m,nearest_runway_area_km2,country_GDP($b),country_GDPcap($000s),country_pop(m),country_popden_persqkm,air_passengers(m)
5570160,United States,United States,US,USA,40.58654,-122.39168,91582,Tier 4,Redding,17.822916,38.75,medium_airport,Redding Municipal Airport,KRDD,11.994224116955037,40.50899887,-122.2929993,153.924,2134.5144,45.72,0.097589998368,27292.170793214398,81.032262117545,336.806231,36.8198061311277,941.557
3346661,Angola,Angola,AO,AGO,-10.73251,13.76844,91605,Tier 4,Porto Amboim,24.739584,31.0,medium_airport,Porto Amboim Airport,FNPA,1.2119952942412549,-10.722,13.7655,4.8768,1029.9192,29.8704,0.03076409847168,107.167747140127,2.9161366328427496,36.749906,29.4777460495709,1.321412
2850174,Germany,Germany,DE,DEU,51.29724,6.84929,91606,Tier 4,Ratingen,12.010417,26.0,large_airport,Düsseldorf Airport,EDDL,5.8014155432252785,51.289501,6.76678,44.805600000000005,2999.8416,45.110400000000006,0.13532405451264,4562.20753249028,54.7767668235491,83.287273,238.351810090719,80.199572
3468551,Brazil,Brazil,BR,BRA,-16.07056,-57.67889,91626,Tier 4,Cáceres,26.104166,36.0,small_airport,Cáceres Airport,SWKC,6.032330218618638,-16.0436,-57.629902,149.9616,1850.1360000000002,29.8704,0.05526430237440001,2191.13186970602,10.3775897719195,211.140729,25.2616884857157,95.398485
1569901,Vietnam,Viet Nam,VN,VNM,21.39963,105.22221,91650,Tier 4,Phú Thọ,24.541666,33.0,large_airport,Noi Bai International Airport,VVNB,63.74561699933773,21.221201,105.806999,11.8872,3799.6368,45.110400000000006,0.17140313590272005,433.85768137829103,4.32335031982451,100.352192,320.175197572656,55.114832
124778,Iran,"Iran, Islamic Rep.",IR,IRN,35.51829,46.18298,91664,Tier 4,Marīvān,15.260417,37.25,medium_airport,Sanandaj Airport,OICS,80.79541380159583,35.24589920043945,47.00920104980469,1378.3056000000001,2639.568,45.110400000000006,0.11907196830720002,457.51048231748297,5.049299316427541,90.608707,55.8451198767334,18.067403
1806960,China,China,CN,CHN,21.63333,110.58333,91701,Tier 4,Huazhou,24.135416,33.0,large_airport,Zhanjiang Wuchuan International Airport,ZGZJ,16.879456798157353,21.481667,110.590278,56.352615346296865,3200.0952,45.110400000000006,0.14435757451008005,18270.3566545332,12.951178239704301,1410.71,150.264001337848,619.215886
2637343,United Kingdom,United Kingdom,GB,GBR,53.64581,-3.01008,91703,Tier 4,Southport,11.097221,21.666666,small_airport,RAF Woodvale,EGOW,7.743479739542668,53.5816,-3.05552,11.277600000000001,1647.4440000000002,45.72,0.07532113968000001,3420.79665378908,49.9444702124201,68.492,283.106683751498,118.94592
601594,Turkmenistan,Turkmenistan,TM,TKM,40.02216,52.95517,91745,Tier 4,Türkmenbaşy,16.916666,36.0,medium_airport,Turkmenbashi International Airport,UTAK,6.367378103437807,40.063301,53.007198,85.03920000000001,3500.0184000000004,45.110400000000006,0.15788723003136002,45.8945386655538,6.23191323839698,7.364438,15.6713510522844,1.078118391
1784310,China,China,CN,CHN,24.51667,103.76667,91750,Tier 4,Zhongshu,16.4375,26.5,large_airport,Kunming Changshui International Airport,ZPPP,106.64709064888739,25.110313,102.936743,2104.0344,4500.0672,60.0456,0.27020923506432004,18270.3566545332,12.951178239704301,1410.71,150.264001337848,619.215886
12991858,Brazil,Brazil,BR,BRA,-16.10971,-47.93261,91767,Tier 4,Cidade Ocidental,22.40625,32.0,large_airport,Presidente Juscelino Kubitschek International Airport,SBBR,26.776764936825906,-15.869167,-47.920834,1065.8856,3300.0696000000003,45.110400000000006,0.14886745968384002,2191.13186970602,10.3775897719195,211.140729,25.2616884857157,95.398485
